0, 2014-01-01 01:00:00, 3.91253
1, 2014-01-01 02:00:00, 3.91229
2, 2014-01-01 03:00:00, 3.91205
3, 2014-01-01 04:00:00, 3.9118
4, 2014-01-01 05:00:00, 3.91156
5, 2014-01-01 06:00:00, 3.91132
6, 2014-01-01 07:00:00, 3.91108
7, 2014-01-01 08:00:00, 3.91084
8, 2014-01-01 09:00:00, 3.91059
9, 2014-01-01 10:00:00, 3.91035
10, 2014-01-01 11:00:00, 3.91011
11, 2014-01-01 12:00:00, 3.90987
12, 2014-01-01 13:00:00, 3.90962
13, 2014-01-01 14:00:00, 3.90938
14, 2014-01-01 15:00:00, 3.90914
15, 2014-01-01 16:00:00, 3.9089
16, 2014-01-01 17:00:00, 3.90866
17, 2014-01-01 18:00:00, 3.90841
18, 2014-01-01 19:00:00, 3.90817
19, 2014-01-01 20:00:00, 3.90793
20, 2014-01-01 21:00:00, 3.90769
21, 2014-01-01 22:00:00, 3.90744
22, 2014-01-01 23:00:00, 3.9072
23, 2014-01-02 00:00:00, 3.90696
